SITE_ID,DESCRIPTION,LONGITUDE,LATITUDE,AADT,TDIST,PERCENT_HV,RSECT_ID,ROAD_NAME,TDIST_START,TDIST_END
32134,3083-400m North of Boland Lane (Rhs),152.3754666,-27.66900132,878,3.58,10.28,3083,MULGOWIE ROAD,0,29.67
136249,Between King and Earl Streets,152.8325068,-27.5935088,7461,0.46,14.93,309,RIVER ROAD,0,0.95
32135,3102-7.07km East of New England Hwy,152.0186113,-27.82303271,203,7.07,18.5,3102,GREENMOUNT - HIRSTVALE ROAD,0,12.29
50540,3106-1km East of New England Hwy 22C,152.0243267,-28.05474416,375,1.06,12.16,3106,ALLORA - GOOMBURRA ROAD,0,10.74
32066,311-270m North of Stanford Place St (L),152.3959357,-27.62170735,6908,1.32,7.15,311,LAIDLEY - PLAINLAND ROAD,0,1.99
32017,311-50m North of College Rd,152.4020675,-27.59143912,5632,4.75,6.1,311,LAIDLEY - PLAINLAND ROAD,1.99,8.22
32068,312-700m East of Gatton-Helidon Rd,152.3121445,-27.55594527,4351,0.7,10.88,312,GATTON - LAIDLEY ROAD,0,7
32028,312-100m West of Laidley Creek Bridge,152.3855647,-27.63223565,2314,14.27,9.41,312,GATTON - LAIDLEY ROAD,7,15.06
32070,313-200m South of Wells Rd,152.2283499,-27.58449378,1359,1.31,15.95,313,GATTON - CLIFTON ROAD,0,5.89
30023,313-50m North of Ridleys Rd (PS) loops,152.1681786,-27.65553875,959,11.85,19.35,313,GATTON - CLIFTON ROAD,5.89,26.757
32561,313-300m North of horse Trough Ck,152.1059562,-27.80188889,535,34.287,25.32,313,GATTON - CLIFTON ROAD,26.757,43.697
50539,313-120m East of Neds Gully Bridge,151.9917783,-27.91931495,714,53.017,16.06,313,GATTON - CLIFTON ROAD,43.697,59.207
50538,Approx 400m West of Spring Creek Rd,151.9322745,-27.93636433,1122,59.62,19.2,313,GATTON - CLIFTON ROAD,59.207,60.877
55410,Approx 40m South of Edward St - Clifton,151.9056461,-27.93166322,1792,62.397,14.83,313,GATTON - CLIFTON ROAD,60.877,62.677
32049,3131-900m North of Ropehill Rd,152.2217239,-27.6617242,785,5.32,13.3,3131,MOUNT SYLVIA ROAD,0,23.57
32071,314-200m East of Gatton Laidley Rd,152.309303,-27.55249257,8723,0.83,12.95,314,GATTON - HELIDON ROAD,0,1.04
30005,314-500m West of Gatton-Laidley Rd (PS),152.3006393,-27.55513075,12535,1.52,10.83,314,GATTON - HELIDON ROAD,1.04,3.81
32638,314-100m West of Lake Apex Dve.,152.2687971,-27.56922658,10213,5.47,14.5,314,GATTON - HELIDON ROAD,3.81,5.1
32072,314-500m West of Robinsons Rd,152.250646,-27.57332759,6265,7.42,18.47,314,GATTON - HELIDON ROAD,5.1,10.96
32073,314-100m West of Dorrs Rd,152.1736763,-27.57205784,5060,15.85,12.99,314,GATTON - HELIDON ROAD,10.96,21.05
55427,31A-270m from Rail Xing (Goondiwindi),150.2858687,-28.5315786,2089,0.63,21.37,31A,BARWON HIGHWAY,0,0.85
55428,31A-500m West of Goondi West Conn Rd,150.2822522,-28.53008425,1482,1.35,21.36,31A,BARWON HIGHWAY,0.85,2
50010,31A-5km W of Goondiwindi W Conn Rd (PS),150.2462247,-28.50783765,796,5.8,27.68,31A,BARWON HIGHWAY,2,45.92
50032,31A-10km West of Bungunya Turnoff,149.5630553,-28.45316238,424,78.61,33.17,31A,BARWON HIGHWAY,45.92,88.01
50329,31B-3.35km West of Talwood - Boonanga Rd,149.4405476,-28.48305845,256,3.35,28.44,31B,BARWON HIGHWAY,0,66.82
32074,320-300m South of Graham Rd,151.8711257,-27.5391386,4541,1.05,28.34,320,CHARLTON CONNECTION ROAD,0,1.25
32160,3203-450m South of 18B-Warrego Hwy,151.4830107,-27.31012877,144,0.45,19.37,3203,BOWENVILLE - NORWIN ROAD,0,26.86
55404,3207-1km North of Cunningham Hwy 17D,150.5862487,-28.4926593,59,1.06,29.88,3207,WYAGA ROAD,0,39.8
30015,321-150m South of Railway Crossing,151.8995899,-27.62197091,5716,3.93,11.99,321,DRAYTON CONNECTION ROAD,0,6.83
32634,321-150m North of Loves Road,151.9027413,-27.67217358,3811,10.11,24.65,321,DRAYTON CONNECTION ROAD,6.83,11.17
32036,3221-2.8km North of Gore Hwy,151.4205248,-27.74472121,170,2.8,27.99,3221,BROOKSTEAD - NORWIN ROAD,0,29.56
32546,323-400m North ot Warrego Hwy,151.7160793,-27.44918803,984,0.56,15.01,323,OAKEY - PITTSWORTH ROAD,0,0.94
32076,323-1.7km North of Toowba - Cecil Plains,151.6390261,-27.5273499,787,13.89,24,323,OAKEY - PITTSWORTH ROAD,0.94,37.883
32078,324-100m West of Eyers St.,151.9114567,-27.55140715,12361,1.77,23.02,324,TOOWOOMBA - CECIL PLAINS ROAD,0,2.65
32014,324-500m West of Moores Rd,151.8856453,-27.54344967,5541,4.48,31.58,324,TOOWOOMBA - CECIL PLAINS ROAD,2.65,5.86
38585,324-170m West Wellcamp-Westbrook Rd,151.8509551,-27.54678823,3953,8.5,22.75,324,TOOWOOMBA - CECIL PLAINS ROAD,5.86,9.19
32664,324-820m West of Boral Quarry Entrance,151.8455273,-27.54822209,3791,9.06,21.64,324,TOOWOOMBA - CECIL PLAINS ROAD,9.19,13.52
32062,324-200m East of Berghofer Rd,151.7604526,-27.54886126,2124,17.57,19.04,324,TOOWOOMBA - CECIL PLAINS ROAD,13.52,30.96
32083,324-800m West of Horrane Rd,151.2257024,-27.53729996,425,75.72,42.39,324,TOOWOOMBA - CECIL PLAINS ROAD,30.96,78.78
32697,325-600m South of Warrego Hwy,151.2813156,-27.21240429,1547,0.66,22.01,325,DALBY - CECIL PLAINS ROAD,0,1.01
30016,325-150m South of Ruth Rd,151.2688776,-27.38675617,611,20.17,26.46,325,DALBY - CECIL PLAINS ROAD,1.01,39.08
32030,3251-3.6km North of Gore Hwy,151.2669335,-27.84638209,335,3.61,25.41,3251,MILLMERRAN - CECIL PLAINS ROAD,0,45.61
32540,326-250m North of Warrego Hwy,151.725751,-27.45702525,3671,0.28,13.02,326,OAKEY CONNECTION ROAD,0,3.71
32549,326-400m East of Warrego Hwy,151.6868936,-27.41724484,1057,6.98,24.62,326,OAKEY CONNECTION ROAD,3.71,7.34
32033,327-1.4km North of Gore Hwy,151.3939203,-27.78345653,128,1.4,44.89,327,PAMPAS - HORRANE ROAD,0,35.77
110005,"Smithfield, 500m west of Capt'n Cook Hwy",145.6881898,-16.83892442,8940,0.485,12.79,32A,KENNEDY HIGHWAY,0,13.992
111606,WiM Site Davies Creek (as 09-dec-2009),145.5472086,-16.930146,6120,29.643,6.54,32A,KENNEDY HIGHWAY,13.992,42.085
111679,100m east of Anzac Avenue,145.4495286,-17.00472066,7838,45.96,10.28,32A,KENNEDY HIGHWAY,42.085,48.844
110033,"Walkamin, 100m north of Wilga St",145.4255613,-17.12652468,6495,12.98,12.3,32B,KENNEDY HIGHWAY,0,25.49
111558,Tolga Scrub,145.4795287,-17.23986447,10530,28,7.23,32B,KENNEDY HIGHWAY,25.49,29.61
110044,"Prior's Ck Atherton, 80m nth of bridge",145.4766801,-17.26108623,12406,30.48,5.77,32B,KENNEDY HIGHWAY,29.61,31.36
111585,100m south of Mabel Street,145.4796569,-17.2693995,7556,31.88,4.69,32B,KENNEDY HIGHWAY,31.36,35.01
110003,"East Barron, 11km Sth of Atherton",145.5030489,-17.34382075,1616,41.76,15.41,32B,KENNEDY HIGHWAY,35.01,61.853
111616,Evelyn Central,145.4940719,-17.50713371,662,66.05,15.93,32B,KENNEDY HIGHWAY,61.853,82.227
111496,Snubby Creek,145.432767,-17.642011,2008,7.19,12.87,32C,KENNEDY HIGHWAY,0,7.72
110007,"Innot Hot Springs, 100m nth of Nettle Ck",145.2392112,-17.66692938,890,29.31,25.02,32C,KENNEDY HIGHWAY,7.72,44.67
111605,WiM Site 40 Mile Scrub,144.8273702,-18.10606341,253,63.262,19.12,32D,KENNEDY HIGHWAY,0,67.527
32085,330-3.04km East of Toowoomba-Karar,151.7951466,-27.81711138,360,3.04,24.07,330,FELTON - CLIFTON ROAD,0,4.45
50214,330-520m West of Tooth St (Nobby),151.8969532,-27.85870775,485,15.78,17.24,330,FELTON - CLIFTON ROAD,4.45,16.3
50500,330-320m North of Kings Creek Bdge,151.9077576,-27.89966148,1586,20.83,11.13,330,FELTON - CLIFTON ROAD,16.3,24.16
55409,3302-10m East of Gordon Lane (Allora),151.9840207,-28.03576148,1151,0.41,9,3302,DALRYMPLE CREEK ROAD,0,0.75
55453,3302-100m North of South St (Allora),151.9796531,-28.03936006,1971,1.22,12.21,3302,DALRYMPLE CREEK ROAD,0.75,1.32
50157,3302-120m East of Old Dalrymple Crk Rd,151.9626289,-28.03786579,437,3,21.47,3302,DALRYMPLE CREEK ROAD,1.32,25.39
51849,3303-60m East of McCahon Bdge (Warwick),152.0265921,-28.20898488,3428,0.94,8.35,3303,WARWICK - ALLORA ROAD,0,1.45
55422,3303-60m South of Deighton St (Warwick),152.0216478,-28.20408645,2183,1.91,10.39,3303,WARWICK - ALLORA ROAD,1.45,2.11
50029,3303-1.5km North of Willowvale Rd,151.9537171,-28.13201767,1943,13.85,13.13,3303,WARWICK - ALLORA ROAD,2.11,25.12
32020,3304-3.20km West of New England Hwy,151.8873911,-27.70996185,1871,3.91,10.55,3304,CAMBOOYA CONNECTION ROAD,0,5.49
52411,3306-400m West of Fontainbleau Rd,151.7056638,-28.01332014,187,11.72,23.54,3306,LEYBURN - CUNNINGHAM ROAD,0,16.54
51049,3306-1.94km East of Connell Bridge Rd,151.8623774,-28.16407293,406,40.16,16.26,3306,LEYBURN - CUNNINGHAM ROAD,16.54,41.62
52407,3306-670m West of Rail Xing,151.8868469,-28.16499066,483,42.65,17.51,3306,LEYBURN - CUNNINGHAM ROAD,41.62,43.5
52408,3306-500m North of Cunningham Hwy 17C,151.8932773,-28.17441692,355,44.51,18.97,3306,LEYBURN - CUNNINGHAM ROAD,43.5,45.03
32140,3308-2.4km West of New England Hwy,151.9179901,-27.84656133,400,2.4,20.65,3308,NOBBY CONNECTION ROAD,0,3.28
51175,3308-450m South of Greenmount - Nobby Rd,151.907385,-27.84908329,1593,3.73,14.17,3308,NOBBY CONNECTION ROAD,3.28,5.08
32012,331-900m South of Rowbothan Rd,151.8776039,-27.62746709,3838,3.2,10.25,331,TOOWOOMBA - KARARA ROAD,0,6
32044,331-2km South of Frank Rd,151.8632048,-27.6948214,1887,11.63,12.02,331,TOOWOOMBA - KARARA ROAD,6,13.68
32019,331-200m North of Southbrook Rd,151.7886619,-27.77601821,806,24.32,15.46,331,TOOWOOMBA - KARARA ROAD,13.68,31.09
51426,331-450m North Leyburn-Cunningham Rd,151.5918939,-28.00192502,499,57,16.04,331,TOOWOOMBA - KARARA ROAD,31.09,57.46
50022,331-60m South of Leyburn - Cunningham Rd,151.5878318,-28.0055,653,57.52,15.23,331,TOOWOOMBA - KARARA ROAD,57.46,57.77
55454,331-200m South of Warwick St (Leyburn),151.5852132,-28.01410344,436,58.5,18.77,331,TOOWOOMBA - KARARA ROAD,57.77,60
51857,331-350m North of Denison Park Ave,151.5672854,-28.06625166,313,65.25,29.82,331,TOOWOOMBA - KARARA ROAD,60,82.38
32681,332-200m East of Gore Hwy,151.6274696,-27.70893608,1406,0.2,17.54,332,PITTSWORTH - FELTON ROAD,0,1.21
32682,332-50m North of McIntyre St,151.6291458,-27.7172258,3671,1.36,8.65,332,PITTSWORTH - FELTON ROAD,1.21,2.17
32052,332-800m East of Volkers RD,151.6723232,-27.7691538,575,11.33,18.31,332,PITTSWORTH - FELTON ROAD,2.17,22.39
32141,3341-2km West of New England Hwy,151.923222,-27.78137807,157,1.97,14.19,3341,GREENMOUNT CONNECTION ROAD,0,4.67
32032,335-2.68km East of Gore Hwy,151.3714914,-27.84132991,190,2.68,24.06,335,MILLMERRAN - LEYBURN ROAD,0,26.18
50222,335-300m North of Kilroy Rd,151.5796746,-27.95960656,141,29.6,24.16,335,MILLMERRAN - LEYBURN ROAD,26.18,36.07
55437,336-60m West of & King St (Clifton),151.9055277,-27.92909793,628,0.06,15.19,336,CLIFTON - LEYBURN ROAD,0,0.4
50771,336-140m West of Andersen Lane,151.8933585,-27.92737093,693,1.27,19.49,336,CLIFTON - LEYBURN ROAD,0.4,5.55
50218,336-3.83km West of Ryeford State School,151.775838,-27.94926625,239,13.48,22.05,336,CLIFTON - LEYBURN ROAD,5.55,25.06
50219,3363-500m South of Clifton - Leyburn Rd,151.8086124,-27.94566652,199,0.5,20.44,3363,RYEFORD - PRATTEN ROAD,0,10.39
32644,337-500m North/East of Campbell St,151.2733194,-27.88861313,693,2.94,28.44,337,MILLMERRAN - INGLEWOOD ROAD,0,3.47
32562,337-500m South of Campbell St,151.2670526,-27.89396544,1033,4.04,25.47,337,MILLMERRAN - INGLEWOOD ROAD,3.47,39.46
50024,337-5.1km North of Thornton Rd (PS),151.1486689,-28.35000726,330,59.69,31.13,337,MILLMERRAN - INGLEWOOD ROAD,39.46,68.68
150013,Peak Downs Hwy West of Wuthung T/O 65.28,147.919463,-22.474337,649,43.56,40.66,33A,PEAK DOWNS HIGHWAY,0,89.05
159613,33A Between Moranbah T/O & Dysart T/O,148.091679,-22.104321,3861,89.77,30.94,33A,PEAK DOWNS HIGHWAY,89.05,90.37
150012,Peak Downs Hwy 150m West of Isaac River,148.113367,-22.07339,3566,93.88,27.73,33A,PEAK DOWNS HIGHWAY,90.37,101.77
80147,West of Coppabella,148.365036,-21.908256,3919,127.33,27.52,33A,PEAK DOWNS HIGHWAY,101.77,128.004
80146,East of Coppabella,148.3781,-21.901576,3382,128.87,39.16,33A,PEAK DOWNS HIGHWAY,128.004,149.366
80197,East of Bee Creek,148.601984,-21.848101,4198,154.345,35.63,33A,PEAK DOWNS HIGHWAY,149.366,163.631
82884,North of Braeside Road,148.7012881,-21.70343456,3983,176.282,28.93,33A,PEAK DOWNS HIGHWAY,163.631,178.197
80009,Peak Downs Highway Permanent Counter,148.697212,-21.626073,4000,6.99,24.21,33B,PEAK DOWNS HIGHWAY,0,44.824
83159,WiM Site Eton,148.934957,-21.29797721,3599,57.022,22.85,33B,PEAK DOWNS HIGHWAY,44.824,62.061
80020,West of Walkerston Township,149.045786,-21.173748,5826,75.86,18.8,33B,PEAK DOWNS HIGHWAY,62.061,76.029
82777,East of Walkerston Cemetary,149.0798756,-21.16068221,9477,80.146,11.81,33B,PEAK DOWNS HIGHWAY,76.029,81.402
82778,East of BSES,149.1232327,-21.16603539,17128,84.691,17.06,33B,PEAK DOWNS HIGHWAY,81.402,86.078
82838,West of Bernborough Avenue,149.142866,-21.165428,9892,86.754,13.19,33B,PEAK DOWNS HIGHWAY,86.078,87.062
82839,Bernborough Avenue - City Gates,149.150931,-21.166443,10839,87.6,17.29,33B,PEAK DOWNS HIGHWAY,87.062,87.868
30019,340-6.1km West of Warrego Hwy,151.1523747,-27.1445106,866,6.14,24.52,340,DALBY - KOGAN ROAD,0,19.252
32010,340-2.27km East of Breamar Ck Bridge,150.8866487,-27.07331076,649,33.95,32.88,340,DALBY - KOGAN ROAD,19.252,47.502
32142,3401-300m West of Greenbank Rd,151.1021245,-27.18398505,55,11.91,24.35,3401,DAANDINE - NANDI ROAD,0,21.02
50372,3402-1.74km from Chinchilla - Tara Rd,150.4762418,-27.26129334,341,1.74,10.67,3402,TARA - KOGAN ROAD,0,34.8
32143,340-200m South of Dalby-Kogan Rd,150.7415544,-27.07216943,205,42.74,24.48,3402,TARA - KOGAN ROAD,34.8,43.03
32144,3403-100m South Grid Tdist 13.20km,150.8240695,-26.98991676,49,13.2,21.16,3403,WARRA - KOGAN ROAD,0,22.86
32653,341-470m South of Warrego Hwy,150.6311911,-26.74520057,2900,0.47,8.32,341,CHINCHILLA - TARA ROAD,0,2.83
32094,341-100m South of Grid at Racecourse Rd,150.6096706,-26.75941964,1815,3.31,22.5,341,CHINCHILLA - TARA ROAD,2.83,22.486
32095,341-700m South of Phipps Rd,150.4992037,-26.91599558,893,28.33,27.49,341,CHINCHILLA - TARA ROAD,22.486,43.43
50373,341-3km South of Upper Humbug Rd,150.4751654,-27.18168581,321,58.96,9.97,341,CHINCHILLA - TARA ROAD,43.43,68.61
51842,341-100m South of Tara - Kogan Rd,150.4595463,-27.26824986,810,68.74,8.82,341,CHINCHILLA - TARA ROAD,68.61,69.66
32096,342-900m East of Chinchilla - Tara Rd,150.4936697,-26.87384062,319,33.61,44.43,342,KOGAN - CONDAMINE ROAD,0,34.41
32635,342-4.7km East of Wiembilla Ck Bridge,150.4247838,-26.88013443,765,40.85,36.45,342,KOGAN - CONDAMINE ROAD,34.41,45.62
40242,342-2km East of Lambing Ck (1st Cross),150.2443751,-26.90740212,368,59.74,39.57,342,KOGAN - CONDAMINE ROAD,45.62,71.21
40146,344-1.95km East of Carnarvon Hwy,149.0138102,-26.89406615,99,1.86,32.16,344,ROMA - CONDAMINE ROAD,0,10.53
40474,344-300m N/E of Yuleba-Surat Rd (South),149.2525343,-26.91835883,105,26.16,33.69,344,ROMA - CONDAMINE ROAD,10.53,85.33
40133,344-6.9km West of Leichhardt Hwy,150.1168505,-26.92868488,255,114.43,41.62,344,ROMA - CONDAMINE ROAD,85.33,115.58
40352,3441-6.43km South of Warrego Hwy 18D,149.1847364,-26.64092385,110,6.43,27.68,3441,WALLUMBILLA SOUTH ROAD,0,13.03
40507,3441-2.88km South of Iona Bardlomey Rd,149.1828477,-26.71920299,34,15.62,27.71,3441,WALLUMBILLA SOUTH ROAD,13.03,38.66
40244,345-6.2km South-West of Leichhardt  Hwy,150.0922721,-26.99193852,143,6.22,26.9,345,CONDAMINE - MEANDARRA ROAD,0,27.56
50377,345-5.74km North of Railway Crossing,149.9116769,-27.28252335,144,45.52,26.85,345,CONDAMINE - MEANDARRA ROAD,27.56,51.29
52460,347-300m North of Surat Dev. Road 86A,149.8757667,-27.33710524,284,1.91,24.06,347,MEANDARRA - TALWOOD ROAD,0,2.49
51363,347-1.6km South of Surat Dev. Road 86A,149.8667723,-27.3552669,127,4.16,31.56,347,MEANDARRA - TALWOOD ROAD,2.49,71.71
50031,347-2.5km North of Barwon Hwy 31A,149.6763736,-28.40688612,115,126.67,34.51,347,MEANDARRA - TALWOOD ROAD,71.71,128.04
52414,348-2km West of Carnarvon Hwy 24A,148.9680429,-28.97448238,146,3.6,28.75,348,THE BORDER - CARNARVON HIGHWAY CONNECTIO,0,5.16
50430,349-110m South of Barwon Hwy 31A,149.4740282,-28.48293333,200,0.11,33.44,349,TALWOOD - BOONANGA ROAD,0,0.5
50325,349-100m South of Booberanna Crk Bdge,149.5656994,-28.54735265,109,13.63,49.78,349,TALWOOD - BOONANGA ROAD,0.5,16.99
111666,100m north of Adil Road,145.4142263,-16.96534126,2286,2.2,12.83,34A,MULLIGAN HIGHWAY,0,6.82
111680,Carr Creek,145.3687674,-16.82167624,1247,20.09,20.41,34A,MULLIGAN HIGHWAY,6.82,38.45
111675,Luster Creek,145.2405669,-16.64154756,726,12.75,28.97,34B,MULLIGAN HIGHWAY,0,12.75
111668,Lakeland 500m Sth of Cooktown TO,144.8595003,-15.8680619,537,143.79,27.56,34B,MULLIGAN HIGHWAY,12.75,144.467
111667,Trevethan Creek,145.2205437,-15.61699043,629,59.74,16.52,34C,MULLIGAN HIGHWAY,0,75.802
111669,Cooktown 100m West of Racecourse Rd,145.2429968,-15.48652315,1256,77.252,12.56,34C,MULLIGAN HIGHWAY,75.802,78.253
40512,3501-1.42km South of Warrego Hwy,148.778115,-26.59315,477,1.42,25.81,3501,ROMA - SOUTHERN ROAD,0,1.6
40403,3501-1.2km South of Geoghegan Street,148.7715198,-26.60345181,318,2.77,24.76,3501,ROMA - SOUTHERN ROAD,1.6,10.8
40511,3501-6.55km South of Hope Creek (RPC 3),148.7109943,-26.7750332,88,24.39,29.64,3501,ROMA - SOUTHERN ROAD,10.8,49.02
55459,3514-6km East of Noondoo (before grid),148.4866628,-28.61538815,89,6,39.52,3514,NOONDOO-THALLON ROAD,0,44
40394,355-2.32km South Arrest Creek,148.0064043,-26.56348802,114,9.43,29.27,355,MITCHELL - ST.GEORGE ROAD,0,56.69
40376,355-6.74km South of RPC #5 (Grid),148.0519565,-27.01069449,75,63.98,35.8,355,MITCHELL - ST.GEORGE ROAD,56.69,149.05
50487,355-4km North of Balonne Hwy 36A,148.5414644,-27.99808444,120,200.33,31.56,355,MITCHELL - ST.GEORGE ROAD,149.05,202.83
32631,35A-530m South of Warrego Hwy,151.2547411,-27.18203524,5466,0.53,12.08,35A,MOONIE HIGHWAY,0,3.66
30018,35A-1.3km West of Watts Rd (Tube),151.2147999,-27.19276715,1864,5.04,23.79,35A,MOONIE HIGHWAY,3.66,11
32053,35A-1km East of Broadwater Rd,151.1189156,-27.25500372,1644,17.44,19.79,35A,MOONIE HIGHWAY,11,50.37
50013,35A-3.5km East of Leichhardt Hwy (PS),150.3889172,-27.69438304,665,110.4,31.27,35A,MOONIE HIGHWAY,50.37,113.53
50097,35A- Approx 1km West of Moonie,150.3609134,-27.72317121,333,114.66,21.94,35A,MOONIE HIGHWAY,113.53,211.96
51382,35A-1.5km East of Carnarvon Hwy 24B,148.671395,-27.99934548,487,292.2,32.81,35A,MOONIE HIGHWAY,211.96,293.75
50090,360-60m East of Pfingst St (Goondiwindi),150.3175034,-28.54859584,3834,0.54,10.24,360,GOONDIWINDI CONNECTION ROAD,0,1.575
40496,3601-3.98km North of Balonne Hwy 36B,146.9778611,-27.96183873,6,3.98,47.49,3601,BOLLON - CHARLEVILLE ROAD,0,59.57
55440,362-70m West of Short St (Goondiwind),150.2958473,-28.53736164,6526,1.15,8.25,362,GOONDIWINDI WEST CONNECTION ROAD,0,3.015
55429, 36A-200m West of Rose St (Opp Pool ),148.5771368,-28.03911421,2592,0.38,11.33,36A,BALONNE HIGHWAY,0,1.5
51386,36A-400m East of Mitchell - St George Rd,148.5391382,-28.03007275,413,4.92,24,36A,BALONNE HIGHWAY,1.5,5.32
50009,36A-150m East of Powrunna Rd,148.3704241,-27.99654562,244,22.47,29.87,36A,BALONNE HIGHWAY,5.32,113.27
50418,36B-3km West of Bollon,147.4437785,-28.02747478,124,3.36,28.18,36B,BALONNE HIGHWAY,0,37.28
40004,36B-2.60km East of Mitchell Hwy,145.7623591,-28.06869127,143,172.96,27.53,36B,BALONNE HIGHWAY,37.28,175.65
50017,37A-4km west of Mungindi Rd (Tubes),148.3845216,-28.60493928,321,4.41,31.8,37A,CASTLEREAGH HIGHWAY,0,19.93
52442,37A-400m South of Mcarthy Street,148.220967,-28.59287809,407,21.15,22.45,37A,CASTLEREAGH HIGHWAY,19.93,21.87
51845,37A-1km South of Bollon-Dirranbandi Rd,148.2155301,-28.60444226,227,22.63,30.1,37A,CASTLEREAGH HIGHWAY,21.87,90.23
135786,401 - 150m South of Kremzow Rd,152.9994239,-27.31599446,36024,0.3,8.21,401,BRISBANE - WOODFORD ROAD,0,1.2
136175,401 -  Near Dixon Street,152.990231,-27.308362,36890,1.65,6.36,401,BRISBANE - WOODFORD ROAD,1.2,2.4
136176,401 - Btw Bells Pocket Rd & Buckby Rd,152.9878219,-27.29987022,26836,2.6,3.84,401,BRISBANE - WOODFORD ROAD,2.4,4.55
130046,401 - PTC North of Todds Road,152.9826126,-27.28169382,29173,4.7,3.81,401,BRISBANE - WOODFORD ROAD,4.55,6.17
135779,401 - 250m South of Maurienne Road,152.9604562,-27.26325204,16739,7.77,8.97,401,BRISBANE - WOODFORD ROAD,6.17,8.47
131651,401 - 50m West of Adsett Rd,152.9206653,-27.24428793,5170,12.9,15.6,401,BRISBANE - WOODFORD ROAD,8.47,16.06
130004,401 - PTC At Terrors Creek Dayboro,152.8270511,-27.19577135,3799,24.62,10.02,401,BRISBANE - WOODFORD ROAD,16.06,24.73
131654,401 - 70m South of Endevour Lane,152.8265722,-27.17697456,2082,27,8.42,401,BRISBANE - WOODFORD ROAD,24.73,42.22
20365,401 - 600m South of Hewitt Road,152.7524971,-27.0872188,979,45.14,10.14,401,BRISBANE - WOODFORD ROAD,42.22,48.15
20487,401 - 320m South of Monkeybong Lane,152.7800925,-27.02093033,1011,55.84,9.15,401,BRISBANE - WOODFORD ROAD,48.15,57.3
21132,401 - 150m Sth of Delanys Crk School Rd,152.7940148,-26.99730375,3185,59.42,10.64,401,BRISBANE - WOODFORD ROAD,57.3,60.65
130063,402 - PTC 100m West of School Rd,152.8788013,-27.37471607,9727,0.84,3.87,402,SAMFORD - MT GLORIOUS ROAD,0,2.06
131657,402 - 160m East of Mt.O'Rielly Rd,152.855607,-27.36988012,6195,3.55,5.94,402,SAMFORD - MT GLORIOUS ROAD,2.06,6.46
135569,402 - 300m East of Macs Road,152.8177461,-27.37810608,1711,7.62,6.97,402,SAMFORD - MT GLORIOUS ROAD,6.46,15.61
131663,4023 - 400m West of Joynes Ridge Road,152.7622547,-27.33356076,739,3.374,5.5,4023,MOUNT GLORIOUS ROAD,0,5.85
32054,4023 - 1.1km East of Plantation Mgt Rd,152.629185,-27.29900019,418,25.18,4.91,4023,MOUNT GLORIOUS ROAD,5.85,6.69
131663,4023 - 400m West of Joynes Ridge Road,152.7622547,-27.33356076,739,3.374,5.5,4023,MOUNT GLORIOUS ROAD,6.69,7.57
32054,4023 - 1.1km East of Plantation Mgt Rd,152.629185,-27.29900019,418,25.18,4.91,4023,MOUNT GLORIOUS ROAD,7.57,7.97
131663,4023 - 400m West of Joynes Ridge Road,152.7622547,-27.33356076,739,3.374,5.5,4023,MOUNT GLORIOUS ROAD,7.97,8.89
32054,4023 - 1.1km East of Plantation Mgt Rd,152.629185,-27.29900019,418,25.18,4.91,4023,MOUNT GLORIOUS ROAD,8.89,9.48
131663,4023 - 400m West of Joynes Ridge Road,152.7622547,-27.33356076,739,3.374,5.5,4023,MOUNT GLORIOUS ROAD,9.48,11.93
32054,4023 - 1.1km East of Plantation Mgt Rd,152.629185,-27.29900019,418,25.18,4.91,4023,MOUNT GLORIOUS ROAD,11.93,26.86
135780,403 - 150m West of Leitch Rd,152.9724346,-27.34557509,14154,0.86,2.35,403,SOUTH PINE ROAD,0,1.81
135788,403 - At Cash's Crossing,152.9610925,-27.34175418,40045,2.35,5.42,403,SOUTH PINE ROAD,1.81,2.9
136179,South Pine Rd South of Old North Rd,152.9625398,-27.32631944,32832,4.1,5.31,403,SOUTH PINE ROAD,2.9,4.3
135717,403 - Near Old North Road,152.9725205,-27.32554747,26949,5.2,7.52,403,SOUTH PINE ROAD,4.3,5.9
136193,403 - Between Leitchs Rd & Linkfield Rd,152.9825152,-27.32698948,24732,6.2,7.87,403,SOUTH PINE ROAD,5.9,6.608
136064,403 - South of Deakin Street,152.986715,-27.32656811,16897,6.7,7.12,403,SOUTH PINE ROAD,6.608,8.44
131666,4032 - 400m East of Lilley Rd,152.9357472,-27.32834156,13154,2.77,6.91,4032,STRATHPINE - SAMFORD ROAD,0,4.89
131769,4032 - 200m East of Mt Samson Road,152.9103321,-27.34344871,6689,6.67,6.41,4032,STRATHPINE - SAMFORD ROAD,4.89,9.83
133672,4032 - 100m South of Eatons Crossing Rd,152.8822669,-27.35548362,10282,10.52,5.97,4032,STRATHPINE - SAMFORD ROAD,9.83,12.79
32097,405 - 1.5km North of Mt Beppo Rd,152.4805999,-27.14369212,485,11.6,14.39,405,ESK - KILCOY ROAD,0,26.68
20488,405 - 700m South of Beam Creek,152.5344769,-26.9587933,671,44.8,12.58,405,ESK - KILCOY ROAD,26.68,37.74
20051,405 - 280m South of D'Aguilar Hwy,152.5429071,-26.9477875,1913,46.29,10.69,405,ESK - KILCOY ROAD,37.74,46.65
